2312,Fri,3
2312,Mon,2
2312,Sat,1
2312,Sun,1
2312,Wed,2
12 Steps Down,Fri,1
12 Steps Down,Mon,24
151 SALOON,Fri,1
151 SALOON,Mon,1
151 SALOON,Sun,1
151 SALOON,Tue,3
2nd Street Brew House,Fri,6
2nd Street Brew House,Mon,1
2nd Street Brew House,Thu,3
2nd Street Brew House,Tue,1
320 Market Cafe Media,Fri,1
320 Market Cafe Media,Mon,1
320 Market Cafe Media,Tue,7
320 Market Cafe Media,Wed,1
320 Market Cafe Swarthmore,Fri,8
320 Market Cafe Swarthmore,Mon,12
320 Market Cafe Swarthmore,Sat,3
320 Market Cafe Swarthmore,Sun,4
320 Market Cafe Swarthmore,Tue,44
320 Market Cafe Swarthmore,Wed,1
3RD AND GIRARD,Fri,1
3RD AND GIRARD,Sat,1
3RD AND GIRARD,Thu,1
50 YARD LINE,Thu,1
50 YARD LINE,Tue,1
59 Almshouse,Wed,1
A Piermani & Son,Fri,3
A Piermani & Son,Mon,6
A Piermani & Son,Sat,1
A Piermani & Son,Thu,1
A Piermani & Son,Tue,3
A Piermani & Son,Wed,8
A.Kitchen,Fri,1
A.Kitchen,Mon,2
A.Kitchen,Sat,1
A.Kitchen,Sun,1
A.Kitchen,Thu,1
ABE'S ALLENTOWN,Fri,1
ABE'S ALLENTOWN,Mon,2
ABE'S ALLENTOWN,Tue,2
ABES BETHLEHEM,Fri,15
ABES BETHLEHEM,Mon,10
ABES BETHLEHEM,Sat,3
ABES BETHLEHEM,Sun,1
ABES BETHLEHEM,Thu,2
ABES BETHLEHEM,Tue,13
ABES BETHLEHEM,Wed,2
ACME CONCORDVILLE,Fri,9
ACME CONCORDVILLE,Mon,8
ACME CONCORDVILLE,Sat,1
ACME CONCORDVILLE,Sun,4
ACME CONCORDVILLE,Thu,9
ACME CONCORDVILLE,Tue,5
ACME CONCORDVILLE,Wed,1
ACME DEVON,Fri,8
ACME DEVON,Mon,3
ACME DEVON,Sat,8
ACME DEVON,Sun,11
ACME DEVON,Thu,3
ACME DEVON,Tue,2
ACME DOYLESTOWN ,Fri,8
ACME DOYLESTOWN ,Mon,3
ACME DOYLESTOWN ,Sat,7
ACME DOYLESTOWN ,Tue,1
ACME DOYLESTOWN ,Wed,4
ACME FLOURTOWN,Fri,5
ACME FLOURTOWN,Mon,3
ACME FLOURTOWN,Sun,4
ACME FLOURTOWN,Thu,3
ACME FLOURTOWN,Tue,6
ACME GRANITE RUN,Fri,8
ACME GRANITE RUN,Mon,8
ACME GRANITE RUN,Sat,1
ACME GRANITE RUN,Sun,21
ACME GRANITE RUN,Thu,1
ACME GRANITE RUN,Tue,14
ACME GRANITE RUN,Wed,3
ACME RED LION ROAD,Mon,2
ACME SOUTH PHILLY,Fri,4
ACME SOUTH PHILLY,Mon,2
ACME SOUTH PHILLY,Sat,2
ACME SOUTH PHILLY,Thu,1
ACME SOUTH PHILLY,Tue,9
ACME SOUTH PHILLY,Wed,4
ALE HOUSE NEWTOWN SQUARE,Thu,1
ALOOSH,Fri,1
ALSACE ALES,Mon,1
AMERICAN BAR & GRILL,Thu,1
AMERICAN BAR & GRILL,Tue,1
ANASTASI RAW BAR,Fri,1
ANASTASI RAW BAR,Mon,2
ANASTASI RAW BAR,Thu,3
ANASTASI RAW BAR,Tue,1
ANASTASI RAW BAR,Wed,1
ANTHONY'S COAL FIRED (HORSHAM) 9999,Mon,2
ANTHONY'S COAL FIRED (HORSHAM) 9999,Thu,2
ANTHONY'S COAL FIRED EXTON (9999),Sun,1
ANTHONY'S COAL FIRED EXTON (9999),Tue,1
APPLEBEES CENTER CITY,Fri,1
APPLEBEES CENTER CITY,Thu,1
APPLEBEES CENTER CITY,Tue,1
APPLEBEES CENTER CITY,Wed,1
APPLEBEES ROXBOROUGH,Thu,2
APPLEBEES ROXBOROUGH,Tue,2
APPLEBEES ROYERSFORD,Fri,3
APPLEBEES ROYERSFORD,Mon,1
APPLEBEES ROYERSFORD,Thu,1
APPLEBEES ROYERSFORD,Tue,1
APPLEBEES ROYERSFORD,Wed,1
ARTS BALLROOM (99),Fri,1
ASHTON BEVERAGE CO.,Fri,2
ASHTON BEVERAGE CO.,Mon,1
ASHTON BEVERAGE CO.,Tue,2
AUDUBON ALE HOUSE,Fri,1
AUDUBON ALE HOUSE,Mon,1
AUDUBON ALE HOUSE,Tue,1
AUDUBON ALE HOUSE,Wed,3
Abbaye,Thu,1
Acker Beverage,Thu,1
Acker Beverage,Tue,1
Acker Beverage,Wed,1
Alla Spinna,Fri,2
Alla Spinna,Sat,1
Alla Spinna,Sun,1
Alla Spinna,Thu,2
Alla Spinna,Tue,1
Allegro Pizza,Thu,1
Amada,Mon,1
Amada,Sat,2
Amada,Sun,2
Amada,Thu,1
Amada,Tue,4
Amada,Wed,2
Ambler Beverage Exchange,Fri,9
Ambler Beverage Exchange,Mon,23
Ambler Beverage Exchange,Sat,4
Ambler Beverage Exchange,Thu,1
Ambler Beverage Exchange,Tue,3
Ambler Beverage Exchange,Wed,1
American Sardine Bar,Fri,10
American Sardine Bar,Thu,2
American Sardine Bar,Tue,3
American Sardine Bar,Wed,6
Amity 1st Stop Beverage,Thu,1
Amity 1st Stop Beverage,Tue,2
Animal Rescue Partners,Sat,1
Animal Rescue Partners,Wed,1
Applebrook Golf Club,Mon,1
Applebrook Golf Club,Thu,5
Applebrook Golf Club,Wed,2
Aramark At Citizens Bank Park,Fri,1
Aramark At Citizens Bank Park,Sat,1
Arcweb %$%$,Fri,1
Arena Bar & Grill,Mon,1
Arena Bar & Grill,Thu,1
Arena Bar & Grill,Wed,1
Aston Beverage,Fri,5
Aston Beverage,Mon,5
Aston Beverage,Sun,1
Aston Beverage,Thu,1
Aston Beverage,Tue,5
Audubon Beverage,Fri,2
Audubon Beverage,Mon,1
Audubon Beverage,Sat,1
Audubon Beverage,Tue,2
Audubon Beverage,Wed,2
Austin Beverage,Fri,18
Austin Beverage,Mon,11
Austin Beverage,Sat,2
Austin Beverage,Sun,1
Austin Beverage,Tue,2
B & B Beverage,Fri,25
B & B Beverage,Mon,30
B & B Beverage,Sat,7
B & B Beverage,Sun,1
B & B Beverage,Thu,1
B & B Beverage,Tue,11
B & B Beverage,Wed,6
BAR ,Wed,1
BAR BOMBON,Fri,2
BAR BOMBON,Mon,2
BAR BOMBON,Thu,2
BAR BOMBON,Tue,2
BAR BOMBON,Wed,1
BAR HYGGE,Thu,1
BAR HYGGE,Wed,1
BAR-LY,Fri,1
BAR-LY,Mon,2
BAR-LY,Thu,1
BAR-LY,Tue,2
BAR-LY,Wed,1
BEER BARON,Tue,1
BEER BARON,Wed,1
BEER LOVE(%%%%),Fri,2
BEER LOVE(%%%%),Mon,2
BEER LOVE(%%%%),Sat,6
BEER LOVE(%%%%),Sun,4
BEER LOVE(%%%%),Thu,2
BEER LOVE(%%%%),Wed,2
BEER TOWN,Tue,1
BEER TOWN,Wed,1
BERKS BEER OUTLET,Mon,1
BERNIE'S,Wed,2
BIERSTUBE,Thu,2
BIG TOP BEVERAGE PHILLY,Fri,2
BIG TOP BEVERAGE PHILLY,Mon,4
BIG TOP BEVERAGE PHILLY,Tue,2
BIG TOP BEVERAGE PHILLY,Wed,1
BIG TOP BEVERAGE ROSLYN,Fri,23
BIG TOP BEVERAGE ROSLYN,Mon,37
BIG TOP BEVERAGE ROSLYN,Sat,4
BIG TOP BEVERAGE ROSLYN,Sun,1
BIG TOP BEVERAGE ROSLYN,Thu,2
BIG TOP BEVERAGE ROSLYN,Tue,3
BIG TOP BEVERAGE ROSLYN,Wed,11
BIG WOODY'S,Mon,1
BIKE STOP,Sun,1
BIKE STOP,Wed,1
BIRDSBORO BEVERAGE,Fri,1
BIRDSBORO BEVERAGE,Tue,1
BIRDSBORO BEVERAGE,Wed,1
BLACK POWDER TAVERN,Mon,1
BLARNEY STONE WEST CHESTER,Fri,2
BLARNEY STONE WEST CHESTER,Sat,2
BLARNEY STONE WEST CHESTER,Sun,1
BLARNEY STONE WEST CHESTER,Thu,1
BLARNEY STONE WEST CHESTER,Tue,3
BLARNEY STONE WEST CHESTER,Wed,2
BLUECADET,Tue,1
"BOTTLES, PACKS & GROWLERS",Fri,6
"BOTTLES, PACKS & GROWLERS",Thu,1
"BOTTLES, PACKS & GROWLERS",Tue,2
"BOTTLES, PACKS & GROWLERS",Wed,1
BREAKAGE,Fri,3
BREAKAGE,Mon,4
BREAKAGE,Sat,1
BREAKAGE,Thu,2
BREAKAGE,Tue,2
BREAKAGE,Wed,1
BREW COFFEE BAR,Fri,3
BREW COFFEE BAR,Mon,4
BREW COFFEE BAR,Thu,2
BREW COFFEE BAR,Tue,7
BREW COFFEE BAR,Wed,1
BRICK AND BARREL,Fri,2
BRICK AND BARREL,Thu,3
BRICK AND BARREL,Wed,1
BRICK AND BREW,Sun,1
BRICK AND BREW,Tue,3
BRICK AND BREW,Wed,2
BRICK AND MORTAR,Fri,1
BRICK AND MORTAR,Tue,2
BRICK AND MORTAR,Wed,1
BRIDGIDS,Sat,1
BRIDGIDS,Wed,1
BROAD STREET ALE CAFE,Fri,2
BROAD STREET ALE CAFE,Mon,4
BROAD STREET ALE CAFE,Sun,1
BROAD STREET ALE CAFE,Wed,1
BROWN ST PUB,Fri,5
BROWN ST PUB,Mon,2
BROWN ST PUB,Thu,1
BROWN ST PUB,Tue,3
BROWN ST PUB,Wed,2
BROWNIE'S PUB,Fri,2
BRU CRAFT AND WURST,Fri,13
BRU CRAFT AND WURST,Mon,5
BRU CRAFT AND WURST,Sat,2
BRU CRAFT AND WURST,Thu,6
BRU CRAFT AND WURST,Tue,8
BRU CRAFT AND WURST,Wed,5
BUCKMINSTER'S,Fri,1
BUCKMINSTER'S,Tue,1
BUCKMINSTER'S,Wed,1
BUTCHER & BARKEEP,Fri,5
BUTCHER & BARKEEP,Mon,3
BUTCHER & BARKEEP,Sat,1
BUTCHER & BARKEEP,Tue,3
BUTCHER & BARKEEP,Wed,4
Back Alley Beverage,Fri,1
Back Alley Beverage,Mon,11
Back Alley Beverage,Tue,10
Back Alley Beverage,Wed,4
Backyard Alehouse,Fri,3
Backyard Alehouse,Mon,1
Backyard Alehouse,Thu,2
Backyard Alehouse,Tue,12
Backyard Alehouse,Wed,1
Baggataway Tavern,Fri,2
Baggataway Tavern,Mon,5
Baggataway Tavern,Sat,2
Baggataway Tavern,Tue,4
Baggataway Tavern,Wed,2
Bailey's Bar & Grill,Fri,2
Bailey's Bar & Grill,Mon,6
Bailey's Bar & Grill,Sun,4
Bailey's Bar & Grill,Wed,3
Bainbridge Street Barrel House,Fri,11
Bainbridge Street Barrel House,Mon,11
Bainbridge Street Barrel House,Sat,14
Bainbridge Street Barrel House,Sun,3
Bainbridge Street Barrel House,Thu,1
Bainbridge Street Barrel House,Tue,6
Bainbridge Street Barrel House,Wed,3
Ballast Point Brewing Co.,Fri,1
Ballast Point Brewing Co.,Mon,5
Ballast Point Brewing Co.,Thu,4
Ballast Point Brewing Co.,Tue,7
Ballast Point Brewing Co.,Wed,6
Bar 31,Fri,1
Bar 31,Mon,2
Bar 31,Thu,1
Bar 31,Tue,1
Barbone Beverage ,Fri,2
Barbone Beverage ,Mon,2
Barbone Beverage ,Thu,2
Barbone Beverage ,Tue,1
Barbone Beverage ,Wed,1
Barcade,Fri,1
Barcade,Mon,1
Barcade,Sat,2
Barcade,Wed,2
Bare Burger ($%$%),Fri,1
Bare Burger ($%$%),Mon,1
Bare Burger ($%$%),Thu,1
Barley Mow,Fri,12
Barley Mow,Mon,11
Barley Mow,Sat,1
Barley Mow,Thu,6
Barley Mow,Tue,16
Barley Mow,Wed,7
Barnaby's Of America HAVERTOWN,Tue,2
Barren Hill,Tue,3
Barren Hill,Wed,1
Beast And Ale,Fri,1
Beast And Ale,Mon,3
"Beer Boys, Dych Inc.",Mon,1
Beer City - Philadelphia,Fri,3
Beer City - Philadelphia,Mon,2
Beer City - Philadelphia,Thu,1
Beer City - Philadelphia,Tue,1
Beer City - Philadelphia,Wed,2
Beer City - Quakertown,Fri,6
Beer City - Quakertown,Mon,9
Beer City - Quakertown,Sat,1
Beer City - Quakertown,Sun,2
Beer City - Quakertown,Tue,6
Beer City - Quakertown,Wed,4
Beer Co,Fri,6
Beer Co,Sat,2
Beer Co,Thu,4
Beer Co,Tue,2
Beer Co,Wed,2
Beer Guys,Fri,2
Beer Guys,Mon,4
Beer Guys,Sun,2
Beer Guys,Thu,1
Beer Guys,Tue,12
Beer Guys,Wed,2
Beer Heaven,Fri,21
Beer Heaven,Mon,11
Beer Heaven,Sat,10
Beer Heaven,Sun,3
Beer Heaven,Thu,1
Beer Heaven,Tue,5
Beer Heaven,Wed,2
Beer Mart - Morrisville,Fri,1
Beer Mart - Morrisville,Tue,2
Beer Mart - Reading,Fri,27
Beer Mart - Reading,Mon,13
Beer Mart - Reading,Sat,2
Beer Mart - Reading,Sun,1
Beer Mart - Reading,Thu,17
Beer Mart - Reading,Tue,3
Beer Mart - Reading,Wed,3
Beer Mill,Fri,6
Beer Mill,Mon,20
Beer Mill,Sat,1
Beer Mill,Sun,2
Beer Mill,Tue,8
Beer Outlet,Fri,15
Beer Outlet,Mon,2
Beer Outlet,Tue,3
Beer Outlet,Wed,12
Beer Peddlers,Fri,1
Beer Peddlers,Thu,2
Beer Peddlers,Tue,2
Beer Peddlers,Wed,3
Beer Stop Colmar,Fri,1
Beer Stop Colmar,Mon,13
Beer Stop Colmar,Thu,1
Beer Stop Colmar,Tue,3
Beer Stop Colmar,Wed,1
Beer Store Malvern,Fri,4
Beer Store Malvern,Mon,3
Beer Store Malvern,Sat,2
Beer Store Malvern,Sun,3
Beer Store Malvern,Thu,2
Beer Store Malvern,Tue,5
Beer Store Malvern,Wed,1
Beer Store Southampton,Tue,1
Beer Super Inc.,Fri,1
Beer World,Fri,25
Beer World,Mon,12
Beer World,Sat,2
Beer World,Tue,2
Beer World,Wed,9
Beer Yard,Fri,32
Beer Yard,Mon,21
Beer Yard,Sat,4
Beer Yard,Sun,30
Beer Yard,Thu,4
Beer Yard,Tue,17
Beer Yard,Wed,3
Beer-A-Rama,Fri,2
Beer-A-Rama,Mon,1
Beer-A-Rama,Tue,1
Beer-A-Rama,Wed,2
"Beers, Etc.",Fri,1
"Beers, Etc.",Mon,6
"Beers, Etc.",Tue,2
"Beers, Etc.",Wed,6
Belgian Cafe,Tue,1
Bell Beverage Inc.,Fri,7
Bell Beverage Inc.,Mon,2
Bell Beverage Inc.,Sun,1
Bell Beverage Inc.,Thu,3
Bell Beverage Inc.,Tue,5
Bell Beverage Inc.,Wed,2
Bell Hall,Tue,3
Bell Hall,Wed,3
Ben Franklin Beer,Fri,2
Ben Franklin Beer,Thu,1
Ben Franklin Beer,Wed,2
Bensalem Beer Distributors,Fri,32
Bensalem Beer Distributors,Mon,13
Bensalem Beer Distributors,Sat,4
Bensalem Beer Distributors,Sun,2
Bensalem Beer Distributors,Tue,3
Bensalem Beer Distributors,Wed,13
Bertucci's (Montgomeryville),Tue,1
Beverage Stop,Mon,1
Beverage World,Fri,4
Beverage World,Mon,10
Beverage World,Tue,4
Beverage Zone,Thu,2
Beverage Zone,Wed,13
Bill Murphy's Irish Saloon,Fri,4
Bill Murphy's Irish Saloon,Thu,2
Birra,Thu,1
Birra,Tue,1
Bistro on Bridge,Fri,6
Bistro on Bridge,Mon,4
Bistro on Bridge,Sat,1
Bistro on Bridge,Tue,3
Bistro on Bridge,Wed,6
Black Taxi,Fri,1
Black Taxi,Sun,2
Black Taxi,Thu,1
Black Taxi,Tue,1
Black Taxi,Wed,1
Blind Pig,Mon,1
Bloktoberfest Inc.,Mon,3
Bloktoberfest Inc.,Thu,6
Bloktoberfest Inc.,Tue,8
Blue Dog Pub (Lansdale),Fri,5
Blue Dog Pub (Lansdale),Mon,6
Blue Dog Pub (Lansdale),Sun,1
Blue Dog Pub (Lansdale),Thu,2
Blue Dog Pub (Lansdale),Wed,5
Blue Dog Tavern (Chalfont),Fri,4
Blue Dog Tavern (Chalfont),Mon,7
Blue Dog Tavern (Chalfont),Sun,1
Blue Dog Tavern (Chalfont),Thu,2
Blue Dog Tavern (Chalfont),Wed,4
Bob & Barbaras,Fri,3
Bob & Barbaras,Sat,1
Bob & Barbaras,Thu,4
Bob & Barbaras,Tue,2
Bob & Barbaras,Wed,5
Boccellas,Fri,18
Boccellas,Mon,5
Boccellas,Sat,1
Boccellas,Sun,8
Boccellas,Thu,1
Boccellas,Tue,5
Boccellas,Wed,1
Bohlin Cynski (%$%$),Thu,3
Bohlin Cynski (%$%$),Wed,2
Boom-A-Rang Beverage,Tue,2
Bottle Bar East,Fri,19
Bottle Bar East,Mon,7
Bottle Bar East,Sat,8
Bottle Bar East,Thu,7
Bottle Bar East,Tue,7
Bottle Bar East,Wed,12
Bound Beverage,Fri,25
Bound Beverage,Mon,32
Bound Beverage,Sat,2
Bound Beverage,Sun,1
Bound Beverage,Thu,3
Bound Beverage,Tue,1
Bound Beverage,Wed,18
Bourbon & Branch,Tue,2
Brady's Global Bistro,Thu,3
Brady's Global Bistro,Wed,1
Brew Master ,Fri,2
Brew Master ,Mon,3
Brew Master ,Sat,3
Brewers Bar and Grill,Fri,4
Brewers Bar and Grill,Mon,2
Brewers Bar and Grill,Sat,1
Brewers Bar and Grill,Tue,2
Brewers Bar and Grill,Wed,2
Brewers Outlet - Chadds Ford,Fri,10
Brewers Outlet - Chadds Ford,Mon,11
Brewers Outlet - Chadds Ford,Thu,2
Brewers Outlet - Chadds Ford,Tue,8
Brewers Outlet - Chadds Ford,Wed,2
Brewers Outlet - Philadelphia ,Fri,24
Brewers Outlet - Philadelphia ,Mon,2
Brewers Outlet - Philadelphia ,Sat,1
Brewers Outlet - Philadelphia ,Thu,13
Brewers Outlet - Philadelphia ,Tue,2
Brewers Outlet - Philadelphia ,Wed,7
Brickhouse Bar & Grill,Fri,3
Brickhouse Bar & Grill,Mon,5
Brickhouse Bar & Grill,Tue,6
Brickhouse Bar & Grill,Wed,9
Brickside Grille,Fri,1
Brickside Grille,Tue,6
Brickside Grille,Wed,1
Bridgeport Beer,Fri,7
Bridgeport Beer,Mon,6
Bridgeport Beer,Sat,1
Bridgeport Beer,Sun,3
Bridgeport Beer,Tue,3
Bridgeport Beer,Wed,2
Bridget Foy's,Fri,1
Bridget Foy's,Thu,1
Bridgewaters,Fri,3
Bridgewaters,Mon,1
Bridgewaters,Wed,2
Broad Axe Tavern ($%$%),Fri,2
Broad Axe Tavern ($%$%),Mon,1
Broad Street Bullies,Fri,4
Broad Street Bullies,Mon,1
Broad Street Bullies,Thu,1
Broad Street Bullies,Tue,6
Broad Street Bullies,Wed,1
Broomall Beverage,Wed,2
Bryn Mawr Beverage,Fri,12
Bryn Mawr Beverage,Mon,6
Bryn Mawr Beverage,Sat,4
Bryn Mawr Beverage,Thu,2
Bryn Mawr Beverage,Tue,11
Bryn Mawr Beverage,Wed,3
Buffalo Billiards,Mon,1
Buy-Rite Beverage ,Fri,2
Buy-Rite Beverage ,Mon,1
Buy-Rite Beverage ,Thu,4
Buy-Rite Beverage ,Wed,1
CAESARS VILLAGE APTS(%$%),Fri,1
CAPITOL BEER,Fri,3
CAPITOL BEER,Mon,3
CAPITOL BEER,Sat,1
CAPITOL BEER,Thu,5
CAPITOL BEER,Tue,1
CARMINE PIZZA,Fri,1
CARMINE PIZZA,Mon,1
CARMINE PIZZA,Thu,2
CARMINE PIZZA,Tue,2
CASK BISTRO AND TAP,Mon,1
CASK BISTRO AND TAP,Sat,1
CASK BISTRO AND TAP,Wed,1
CENTRO,Wed,1
CHICKIES & PETE'S DREXEL (%%),Mon,2
CHICKIES & PETE'S EAGLEVLLE (%%),Mon,3
CHICKIES & PETE'S EAGLEVLLE (%%),Thu,1
CHICKIES & PETE'S PACKER AVE (%%),Mon,2
CHICKIES & PETE'S PACKER AVE (%%),Tue,2
CHICKIES & PETE'S PARX (%%),Mon,1
CHURCHVILLE INN,Fri,7
CHURCHVILLE INN,Mon,6
CHURCHVILLE INN,Thu,2
CHURCHVILLE INN,Tue,2
CHURCHVILLE INN,Wed,5
CICIONE BEVERAGE,Fri,2
CICIONE BEVERAGE,Tue,1
CITY TAP ARCH ST,Fri,2
CITY TAP ARCH ST,Mon,1
CITY TAP ARCH ST,Thu,5
CITY TAP ARCH ST,Tue,5
CITY TAP ARCH ST,Wed,2
CITY TAP UNIVERSITY CITY,Fri,4
CITY TAP UNIVERSITY CITY,Mon,4
CITY TAP UNIVERSITY CITY,Sat,2
CITY TAP UNIVERSITY CITY,Sun,1
CITY TAP UNIVERSITY CITY,Thu,8
CITY TAP UNIVERSITY CITY,Tue,3
CIVERA'S,Mon,1
CIVERA'S,Tue,2
CJ's Doghouse,Fri,4
CJ's Doghouse,Sat,1
CJ's Doghouse,Sun,1
CJ's Doghouse,Thu,1
CJ's Doghouse,Tue,1
CJ's Doghouse,Wed,9
CLEAVERS,Mon,1
CLEAVERS,Thu,2
CLEAVERS,Wed,1
COACH'S BEER & SODA,Fri,1
COACH'S BEER & SODA,Mon,3
COACH'S BEER & SODA,Thu,1
COOPERS SEAFOOD PITTSTON,Thu,2
CORK & CAGE,Fri,5
CORK & CAGE,Mon,3
CORK & CAGE,Tue,5
CORK & CAGE,Wed,1
CORKED,Fri,1
CORKED,Mon,1
CORKED,Tue,1
CORKED,Wed,1
COSMOS,Wed,5
CRAFTY'S ,Tue,1
Cambridge,Fri,5
Cambridge,Mon,17
Cambridge,Sat,2
Cambridge,Thu,1
Cambridge,Tue,10
Cambridge,Wed,2
Canal Street Pub,Fri,14
Canal Street Pub,Mon,4
Canal Street Pub,Sat,3
Canal Street Pub,Thu,6
Canal Street Pub,Tue,1
Canal Street Pub,Wed,1
Candlewick Tavern,Mon,3
Candlewick Tavern,Thu,1
Candlewick Tavern,Tue,1
Candlewick Tavern,Wed,1
Cannstatter V V,Fri,1
Cannstatter V V,Sat,4
Cannstatter V V,Sun,1
Cantina - Dos Segundos,Fri,1
Cantina - Dos Segundos,Tue,2
Cantina - Los Caballitos,Wed,2
Cantina Feliz,Mon,1
Cascario's,Mon,1
Cascario's,Tue,3
Cascario's,Wed,1
Cases & Kegs,Fri,3
Cases & Kegs,Mon,5
Cases & Kegs,Sat,2
Cases & Kegs,Sun,1
Cases & Kegs,Tue,7
Cases & Kegs,Wed,5
Catahoula,Wed,1
Cedar Hollow Inn,Fri,3
Cedar Hollow Inn,Mon,1
Cedar Hollow Inn,Thu,1
Cedar Hollow Inn,Tue,5
Cedar Hollow Inn,Wed,3
Cedar Point Bar And Kitchen,Thu,1
Cedar Point Bar And Kitchen,Tue,1
Chal-Brit Beverage ,Fri,1
Chal-Brit Beverage ,Mon,4
Chal-Brit Beverage ,Tue,4
Chal-Brit Beverage ,Wed,2
Champps (KOP),Fri,1
Champps (KOP),Mon,1
Champps (KOP),Tue,2
Champps (KOP),Wed,6
Chaps Tap Room,Fri,5
Chaps Tap Room,Mon,5
Chaps Tap Room,Sat,2
Charlie Was A Sinner(%$%$%),Tue,1
Cherry Street Tavern,Mon,2
Cherry Street Tavern,Sat,2
Cherry Street Tavern,Tue,1
Chester County Beverage,Mon,2
Chester County Beverage,Tue,1
Chris' Jazz Cafe,Fri,1
Chris' Jazz Cafe,Tue,2
Cocco's Pizza,Mon,1
Cocco's Pizza,Tue,4
Cocco's Pizza,Wed,1
Cold Beverage Station,Fri,3
Cold Beverage Station,Mon,7
Cold Beverage Station,Sat,2
Cold Beverage Station,Sun,1
Cold Beverage Station,Tue,2
Cold Beverage Station,Wed,1
Cold Spring Beverages,Fri,6
Cold Spring Beverages,Mon,11
Cold Spring Beverages,Sat,3
Cold Spring Beverages,Thu,1
Cold Spring Beverages,Tue,6
Cold Spring Beverages,Wed,7
Comcast Corp. ($%$%),Tue,1
Con Murphy's,Mon,1
Con Murphy's,Tue,2
Convenient Food Market,Mon,1
Convenient Food Market,Thu,1
Convenient Food Market,Tue,1
Cook and Shaker,Fri,1
Cook and Shaker,Mon,3
Cook and Shaker,Sat,5
Cook and Shaker,Thu,4
Cook and Shaker,Tue,2
Cook and Shaker,Wed,1
Cooperage {ESCROW},Mon,2
Cooperage {ESCROW},Sat,1
Cooperage {ESCROW},Thu,1
Cooperage {ESCROW},Tue,2
Cooperage {ESCROW},Wed,5
Coopers Seafood House,Fri,8
Coopers Seafood House,Mon,2
